id,nama,jenis_node
40520286,GE GOGU GUDUDA,Badan
40647753,GE DAGEDIDIGOGI,Badan
42521998,GEGUGOGUGADODODU,OP
40025123,GE  GUGOGAGUGI,Badan
45370033,GEGOGIDI  GIGI,Badan
39756672,GIDODIGODADADIGU,Badan
41596210,GEGAGODODAGUGA ,OP
44450280,GEGEGEGO GUDU ,OP
40752384,GE DIGOGUGIDUGE,Badan
39521896,GIDOGOGUGADUDODA,Badan
42832145,GEGUDUGIGUGAGEGO,OP
40977526,GE DODIDIGOGUDA,Badan
40123218,GE GAGUGIGUGADU,Badan
45360011,GEGOGIDA  GAGA,Badan
39808696,GIDODU DUDADODA,Badan
40472021,GE GEDIGU GUGA,Badan
41592897,GEGAGODOGUDUDODI,OP
42918649,GEGUDOGADUDAGEDO,OP
40736282,GE DIGIDAGUDUGU,Badan
39847811,GIDODUGEDIDUGAGA,Badan
40474354,GE GEDIGEGIGOGE,Badan
40221949,GE GUGUGADOGEDO,Badan
40594816,GE GODOGEDUGADA,Badan
40385092,GE GIDUGO DOGU,Badan
44376738,GEGEGIDIDADIGIDU,OP
44807707,GEGEDU DIDI DI,OP
43484522,GEGIGEDUGEGOGUGU,OP
40965771,GE DODAGODIDIGA,Badan
39895728,GIDODUDOGODIGUDU,Badan
40667105,GE DADADIGA GO,Badan
40233744,GE GUGIGIDIGEGE,Badan
40421459,GE GEGUGAGEGODO,Badan
40079070,GE  DIDO DI ,Badan
40901773,GE DO GADIDIGI,Badan
42906377,GEGUDO DAGIDIDI,OP
42304599,GEGUGI GEGODODO,OP
39909327,GIDODO DOGIGUDI,Badan
40982958,GE DODUGUDOGODU,Badan
39904836,GIDODO GEDUGIDA,Badan
39804097,GIDODU GE DODI,Badan
40423039,GE GEGUGI GIDO,Badan
40616809,GE DAGADADU DO,Badan
42818634,GEGUDUGADUDAGIGE,OP
39908269,GIDODO DUGUDADO,Badan
39535234,GIDOGOGIGOGUGIGE,Badan
40503982,GE GO GIDODUGU,Badan
40965065,GE DODAGO DAGO,Badan
40678973,GE DADIDUDODIGI,Badan
40361192,GE GIDAGAGADOGU,Badan
40450260,GE GEGO GUDA ,Badan
40165867,GE GADAGODUDADI,Badan
40305851,GE GI GODUGOGA,Badan
30963117,GI DODAGIGAGADI,Non NPWP
43997077,GEGIDODODI DIDI,OP
39921387,GIDODOGUGAGIDUDI,Badan
40340230,GE GIGE GUGI ,Badan
40299876,GE GUDODODUDIDA,Badan
39947413,GIDODOGEDIGEGAGI,Badan
45034935,GEGO GIGEDOGIGO,OP
40751351,GE DIGOGAGIGOGA,Badan
40630520,GE DAGI GOGU ,Badan
39991548,GIDODODOGAGOGEDU,Badan
40525734,GE GOGUGODIGIGE,Badan
39758984,GIDODIGODUDODUGE,Badan
40345474,GE GIGEGOGEDIGE,Badan
40182289,GE GADUGUGUDUDO,Badan
40905323,GE DO GOGIGUGI,Badan
40554171,GE GOGOGEGADIGA,Badan
40945540,GE DOGEGOGOGE ,Badan
42551243,GEGUGOGOGAGUGEGI,OP
40715385,GE DIGAGOGIDUGO,Badan
40225820,GE GUGUGODUGU ,Badan
40667741,GE DADADIDIGEGA,Badan
39915729,GIDODOGAGODIGUDO,Badan
39990303,GIDODODO GI GI,Badan
39847245,GIDODUGEDIGUGEGO,Badan
40672527,GE DADIGUGOGUDI,Badan
40642706,GE DAGEGUDI DA,Badan
40618084,GE DAGADU DUGE,Badan
40708603,GE DI DUDA GI,Badan
40329426,GE GIGUDOGEGUDA,Badan
40793810,GE DIDOGIDUGA ,Badan
40195382,GE GADOGOGIDUGU,Badan
39516379,GIDOGOGADAGIDIDO,Badan
40660007,GE DADA   DI,Badan
40045757,GE  GEGODIGODI,Badan
39872172,GIDODUDIGUGADIGU,Badan
39496596,GIDOGEDODAGODODA,Badan
39623072,GIDODAGUGI DIGU,Badan
39701722,GIDODI GADIGUGU,Badan
40274716,GE GUDIGEDIGADA,Badan
39487581,GIDOGEDUDIGODUGA,Badan
40025307,GE  GUGOGI DI,Badan
39935154,GIDODOGIGOGAGOGE,Badan
40121942,GE GAGUGADOGEGU,Badan
40535543,GE GOGIGOGOGEGI,Badan
40793523,GE DIDOGIGOGUGI,Badan
39509424,GIDOGO DOGEGUGE,Badan
40324817,GE GIGUGEDUGADI,Badan
39751447,GIDODIGOGAGEGEDI,Badan
39634885,GIDODAGIGEDUDUGO,Badan
40872146,GE DUDIGUGAGEDA,Badan
40284606,GE GUDUGEDA DA,Badan
40444092,GE GEGEGE DOGU,Badan
43879465,GEGIDUDIDOGEDAGO,OP
40402279,GE GE GUGUDIDO,Badan
41548212,GEGAGOGEDUGUGAGU,OP
40355804,GE GIGOGODU GE,Badan
40462311,GE GEDAGUGIGAGA,Badan
39690226,GIDODADO GUGUDA,Badan
40239630,GE GUGIDODAGI ,Badan
39733585,GIDODIGIGIGODUGO,Badan
39742309,GIDODIGEGUGI DO,Badan
39803041,GIDODU GI GEGA,Badan
40954193,GE DOGOGEGADOGI,Badan
40557131,GE GOGODIGAGIGA,Badan
39900545,GIDODO  GOGEGO,Badan
39941622,GIDODOGEGADAGUGU,Badan
40059995,GE  GODODODOGO,Badan
40769597,GE DIDADOGODODI,Badan
40071194,GE  DIGAGADOGE,Badan
40995312,GE DODOGOGIGAGU,Badan
39826653,GIDODUGUDADAGOGI,Badan
40826690,GE DUGUDADADO ,Badan
40263970,GE GUDAGIDODI ,Badan
40582534,GE GODUGUGOGIGE,Badan
40375701,GE GIDIGODI GA,Badan
39875422,GIDODUDIGOGEGUGU,Badan
39989426,GIDODODUDOGEGUDA,Badan
40593435,GE GODOGIGEGIGO,Badan
40931459,GE DOGIGAGEGODO,Badan
40725260,GE DIGUGOGUDA ,Badan
40827518,GE DUGUDIGOGADU,Badan
39644225,GIDODAGEGEGUGUGO,Badan
39561808,GIDOGODAGADU DU,Badan
40799285,GE DIDODOGUDUGO,Badan
40328930,GE GIGUDUDOGI ,Badan
40678733,GE DADIDUDIGIGI,Badan
40163746,GE GADAGIDIGEDA,Badan
40948307,GE DOGEDUGI DI,Badan
40193979,GE GADOGIDODIDO,Badan
40965397,GE DODAGOGIDODI,Badan
39521548,GIDOGOGUGAGOGEDU,Badan
40169482,GE GADADOGEDUGU,Badan
41572386,GEGAGODIGUGIDUDA,OP
39642890,GIDODAGEGUDUDO ,Badan
40483506,GE GEDUGIGO DA,Badan
40777690,GE DIDIDIDADO ,Badan
40271187,GE GUDIGAGADUDI,Badan
40828613,GE DUGUDUDAGAGI,Badan
40955292,GE DOGOGOGUDOGU,Badan
40303210,GE GI GIGUGA ,Badan
40441980,GE GEGEGADODU ,Badan
39559063,GIDOGOGODO DAGI,Badan
40093701,GE  DOGIDI GA,Badan
40423828,GE GEGUGIDUGUDU,Badan
40568824,GE GODADUDUGUGE,Badan
40880670,GE DUDU DADI ,Badan
40658759,GE DAGODUDIGODO,Badan
40419859,GE GEGADODUGODO,Badan
39922308,GIDODOGUGUGI DU,Badan
39941913,GIDODOGEGADOGAGI,Badan
40921751,GE DOGUGADIGOGA,Badan
40215258,GE GUGAGOGUGODU,Badan
43142352,GEGIGAGEGUGIGOGU,OP
42123329,GEGUGAGUGIGIGUDO,OP
41026429,GEGA GUDAGEGUDO,OP
39580941,GIDOGODU DOGEGA,Badan
39714453,GIDODIGAGEGEGOGI,Badan
39874367,GIDODUDIGEGIDADI,Badan
45356588,GEGOGIGODAGODUDU,Badan
40572786,GE GODIGUDIDUDA,Badan
40692244,GE DADOGUGUGEGE,Badan
40461366,GE GEDAGAGIDADA,Badan
40545569,GE GOGEGOGODADO,Badan
40766098,GE DIDADA DODU,Badan
40332931,GE GIGIGUDOGIGA,Badan
40613995,GE DAGAGIDODOGO,Badan
40141417,GE GAGEGAGEGADI,Badan
40595194,GE GODOGOGADOGE,Badan
39943455,GIDODOGEGIGEGOGO,Badan
40122621,GE GAGUGUDAGUGA,Badan
40126129,GE GAGUDAGAGUDO,Badan
39784729,GIDODIDUGEDIGUDO,Badan
40220941,GE GUGU DOGEGA,Badan
40249627,GE GUGEDODAGUDI,Badan
40715776,GE DIGAGODIDIDA,Badan
40835460,GE DUGIGOGEDA ,Badan
40441439,GE GEGEGAGEGIDO,Badan
39771981,GIDODIDIGADODUGA,Badan
40758410,GE DIGODUGEGA ,Badan
39511505,GIDOGOGAGAGO GO,Badan
39810394,GIDODUGA GIDOGE,Badan
40956643,GE DOGODADAGEGI,Badan
40326275,GE GIGUDAGUDIGO,Badan
39828748,GIDODUGUDUDIGEDU,Badan
40556757,GE GOGODADIGODI,Badan
39512317,GIDOGOGAGUGIGADI,Badan
39956757,GIDODOGODADIGODI,Badan
40558719,GE GOGODUDIGADO,Badan
40524344,GE GOGUGEGIGEGE,Badan
40713798,GE DIGAGIDIDODU,Badan
39614367,GIDODAGAGEGIDADI,Badan
39718656,GIDODIGADUDAGODA,Badan
40136593,GE GAGIDAGODOGI,Badan
40274230,GE GUDIGEGUGI ,Badan
40210047,GE GUGA  GEDI,Badan
40893500,GE DUDOGIGO  ,Badan
40914234,GE DOGAGEGUGIGE,Badan
40377838,GE GIDIDIDUGIDU,Badan
40196336,GE GADODAGIGIDA,Badan
40749148,GE DIGEDOGAGEDU,Badan
40616516,GE DAGADAGOGADA,Badan
40186010,GE GADUDA GA ,Badan
42341265,GEGUGIGEGAGUDAGO,OP
40924965,GE DOGUGEDODAGO,Badan
40976113,GE DODIDAGAGAGI,Badan
40486574,GE GEDUDAGODIGE,Badan
40364022,GE GIDAGE GUGU,Badan
40196396,GE GADODAGIDODA,Badan
40104875,GE GA GEDUDIGO,Badan
40358518,GE GIGODUGOGADU,Badan
40019199,GE  GADOGADODO,Badan
40939390,GE DOGIDOGIDO ,Badan
40244513,GE GUGEGEGOGAGI,Badan
40205259,GE GU GOGUGODO,Badan
40477106,GE GEDIDIGA DA,Badan
40524275,GE GOGUGEGUDIGO,Badan
40196672,GE GADODADADIGU,Badan
40316321,GE GIGADAGIGUGA,Badan
40522445,GE GOGUGUGEGEGO,Badan
45037695,GEGO GIDIDADOGO,OP
39881309,GIDODUDUGAGI DO,Badan
40161005,GE GADAGA  GO,Badan
40772241,GE DIDIGUGUGEGA,Badan
41241525,GEGAGUGEGAGOGUGO,OP
40936929,GE DOGIDADOGUDO,Badan
40619320,GE DAGADOGIGU ,Badan
40693408,GE DADOGIGE DU,Badan
41127766,GEGAGAGUDIDIDADA,OP
39937874,GIDODOGIDIDUDIGE,Badan
39665087,GIDODADAGO DUDI,Badan
40879239,GE DUDIDOGUGIDO,Badan
43749842,GEGIDIGEDODUGEGU,OP
48834644,GEDUDUGIGEDAGEGE,Non NPWP
43575701,GEGIGODIGODI GA,OP
40776963,GE DIDIDADODAGI,Badan
39961095,GIDODODAGA DOGO,Badan
39983857,GIDODODUGIDUGODI,Badan
40168559,GE GADADUGOGODO,Badan
40828958,GE DUGUDUDOGODU,Badan
39788835,GIDODIDUDUDUGIGO,Badan
44723456,GEGEDIGUGIGEGODA,OP
40268721,GE GUDADUDIGUGA,Badan
39992330,GIDODODOGUGIGI ,Badan
39674266,GIDODADIGEGUDADA,Badan
40947779,GE DOGEDIDIDIDO,Badan
40973607,GE DODIGIDA DI,Badan
40132595,GE GAGIGUGODOGO,Badan
40833436,GE DUGIGIGEGIDA,Badan
40376140,GE GIDIDAGAGE ,Badan
39865713,GIDODUDAGODIGAGI,Badan
42382523,GEGUGIDUGUGOGUGI,OP
39551872,GIDOGOGOGADUDIGU,Badan
39770951,GIDODIDI DOGOGA,Badan
39597563,GIDOGODODIGODAGI,Badan
39506499,GIDOGO DAGEDODO,Badan
39839319,GIDODUGIDOGIGADO,Badan
41596462,GEGAGODODAGEDAGU,OP
40508396,GE GO DUGIDODA,Badan
40750566,GE DIGO GODADA,Badan
41304638,GEGAGI GEDAGIDU,OP
42215557,GEGUGUGAGOGOGODI,OP
42142684,GEGUGAGEGUDADUGE,OP
42390203,GEGUGIDO GU GI,OP
40649437,GE DAGEDOGEGIDI,Badan
40105451,GE GA GOGEGOGA,Badan
40340206,GE GIGE GU DA,Badan
40442832,GE GEGEGUDUGIGU,Badan
40755677,GE DIGOGODADIDI,Badan
40246756,GE GUGEDADIGODA,Badan
40145733,GE GAGEGODIGIGI,Badan
39822938,GIDODUGUGUDOGIDU,Badan
40739824,GE DIGIDODUGUGE,Badan
40511260,GE GOGAGAGUDA ,Badan
40482730,GE GEDUGUDIGI ,Badan
40614293,GE DAGAGEGUDOGI,Badan
39657440,GIDODAGODIGEGE ,Badan
32032624,GIGU GIGUDAGUGE,Non NPWP
40365725,GE GIDAGODIGUGO,Badan
40694112,GE DADOGEGAGAGU,Badan
40704069,GE DI GE DADO,Badan
40183728,GE GADUGIDIGUDU,Badan
40061983,GE  DAGADODUGI,Badan
39690369,GIDODADO GIDADO,Badan
40928169,GE DOGUDUGADADO,Badan
40554700,GE GOGOGEDI  ,Badan
40100891,GE GA  DUDOGA,Badan
40108909,GE GA DUDO DO,Badan
40524635,GE GOGUGEDAGIGO,Badan
39666146,GIDODADADAGAGEDA,Badan
40579739,GE GODIDODIGIDO,Badan
41818165,GEGADUGADUGADAGO,OP
40763890,GE DIDAGIDUDO ,Badan
40956560,GE DOGODAGODA ,Badan
40637367,GE DAGIDIGIDADI,Badan
40190383,GE GADO GIDUGI,Badan
39952709,GIDODOGOGUDI DO,Badan
40974094,GE DODIGE DOGE,Badan
40213185,GE GUGAGIGADUGO,Badan
40633668,GE DAGIGIDADADU,Badan
40606137,GE DA DAGAGIDI,Badan
40351773,GE GIGOGADIDIGI,Badan
40755534,GE DIGOGOGOGIGE,Badan
40318115,GE GIGADUGAGAGO,Badan
40761636,GE DIDAGADAGIDA,Badan
40491408,GE GEDOGAGE DU,Badan
40927279,GE DOGUDIGUDIDO,Badan
40502935,GE GO GUDOGIGO,Badan
41287363,GEGAGUDUDIGIDAGI,OP
39582069,GIDOGODUGU DADO,Badan
40933964,GE DOGIGIDODAGE,Badan
39644115,GIDODAGEGEGAGAGO,Badan
40957277,GE DOGODIGUDIDI,Badan
39514825,GIDOGOGAGEDUGUGO,Badan
40494700,GE GEDOGEDI  ,Badan
40830199,GE DUGI GADODO,Badan
40975185,GE DODIGOGADUGO,Badan
40319339,GE GIGADOGIGIDO,Badan
39945026,GIDODOGEGO GUDA,Badan
40898749,GE DUDODUDIGEDO,Badan
40879803,GE DUDIDODU GI,Badan
39682714,GIDODADUGUDIGAGE,Badan
40132999,GE GAGIGUDODODO,Badan
44393481,GEGEGIDOGIGEDUGA,OP
40665563,GE DADAGOGODAGI,Badan
40374847,GE GIDIGEDUGEDI,Badan
39571165,GIDOGODIGAGADAGO,Badan
39851582,GIDODUGOGAGODUGU,Badan
39667126,GIDODADADIGAGUDA,Badan
40283627,GE GUDUGIDAGUDI,Badan
39880774,GIDODUDU DIDIGE,Badan
39589905,GIDOGODUDODO GO,Badan
39726160,GIDODIGUDAGADA ,Badan
39587980,GIDOGODUDIDODU ,Badan
44027751,GEGE GUDIDIGOGA,OP
40894231,GE DUDOGEGUGIGA,Badan
40472304,GE GEDIGUGI GE,Badan
41752445,GEGADIGOGUGEGEGO,OP
43097944,GEGI DODIDOGEGE,OP
40679099,GE DADIDO DODO,Badan
40434405,GE GEGIGEGE GO,Badan
40026014,GE  GUDA GAGE,Badan
40302397,GE GI GUGIDODI,Badan
39788264,GIDODIDUDUGUDAGE,Badan
40198770,GE GADODUDIDI ,Badan
40061499,GE  DAGAGEDODO,Badan
40619502,GE DAGADOGO GU,Badan
40975756,GE DODIGODIGODA,Badan
40132897,GE GAGIGUDUDODI,Badan
40976545,GE DODIDAGOGEGO,Badan
40191195,GE GADOGAGADOGO,Badan
40392614,GE GIDOGUDAGAGE,Badan
40167246,GE GADADIGUGEDA,Badan
40480319,GE GEDU GIGADO,Badan
43592516,GEGIGODOGUGOGADA,OP
49044144,GEDO GEGEGAGEGE,Non NPWP
39555290,GIDOGOGOGOGUDO ,Badan
40424963,GE GEGUGEDODAGI,Badan
40362385,GE GIDAGUGIDUGO,Badan
39563496,GIDOGODAGIGEDODA,Badan
39518983,GIDOGOGADUDODUGI,Badan
39815014,GIDODUGAGO GAGE,Badan
40893019,GE DUDOGI GADO,Badan
40590873,GE GODO DUDIGI,Badan
40227775,GE GUGUDIDIDIGO,Badan
40350227,GE GIGO GUGUDI,Badan
40184372,GE GADUGEGIDIGU,Badan
40100038,GE GA   GIDU,Badan
45005675,GEGO  GODADIGO,OP
39658466,GIDODAGODUGEDADA,Badan
40533869,GE GOGIGIDUDADO,Badan
40899210,GE DUDODOGUGA ,Badan
39549929,GIDOGOGEDODOGUDO,Badan
40273297,GE GUDIGIGUDODI,Badan
44559843,GEGEGOGODODUGEGI,OP
40240538,GE GUGE GOGIDU,Badan
39837631,GIDODUGIDIDAGIGA,Badan
40594895,GE GODOGEDUDOGO,Badan
40672568,GE DADIGUGODADU,Badan
40126157,GE GAGUDAGAGODI,Badan
40415890,GE GEGAGODUDO ,Badan
40749565,GE DIGEDOGODAGO,Badan
39566939,GIDOGODADADOGIDO,Badan
39896194,GIDODUDODAGADOGE,Badan
40652958,GE DAGOGUDOGODU,Badan
41503863,GEGAGO GIDUDAGI,OP
40937573,GE DOGIDIGODIGI,Badan
40973720,GE DODIGIDIGU ,Badan
40822366,GE DUGUGUGIDADA,Badan
44735657,GEGEDIGIGODAGODI,OP
39817039,GIDODUGADI GIDO,Badan
40749378,GE DIGEDOGIDIDU,Badan
42993682,GEGUDODOGIDADUGU,OP
39685983,GIDODADUGODODUGI,Badan
40772780,GE DIDIGUDIDU ,Badan
43186796,GEGIGADUDADIDODA,OP
48388086,GEDUGIDUDU DUDA,Non NPWP
40675303,GE DADIGOGI GI,Badan
39494771,GIDOGEDOGEDIDIGA,Badan
40631632,GE DAGIGADAGIGU,Badan
39996635,GIDODODODADAGIGO,Badan
40804532,GE DU GEGOGIGU,Badan
41780039,GEGADIDU  GIDO,OP
39950605,GIDODOGO DA GO,Badan
40930893,GE DOGI DUDOGI,Badan
40762111,GE DIDAGUGAGAGA,Badan
40344504,GE GIGEGEGO GE,Badan
40422389,GE GEGUGUGIDUDO,Badan
39906072,GIDODO DA DIGU,Badan
40043395,GE  GEGIGIDOGO,Badan
40680038,GE DADU  GIDU,Badan
40721022,GE DIGUGA GUGU,Badan
40389320,GE GIDUDOGIGU ,Badan
39761156,GIDODIDAGAGAGODA,Badan
40029479,GE  GUDOGEDIDO,Badan
39696891,GIDODADODADUDOGA,Badan
39838743,GIDODUGIDUDIGEGI,Badan
42040280,GEGU GE GUDU ,OP
40030074,GE  GI  DIGE,Badan
39634024,GIDODAGIGE GUGE,Badan
40490507,GE GEDO GO DI,Badan
39573979,GIDOGODIGIDODIDO,Badan
39768794,GIDODIDADUDIDOGE,Badan
43832175,GEGIDUGIGUGADIGO,OP
48868606,GEDUDUDADUDA DA,Non NPWP
44682639,GEGEDADUGUDAGIDO,OP
44144261,GEGEGAGEGEGUDAGA,OP
39747427,GIDODIGEDIGEGUDI,Badan
40579408,GE GODIDOGE DU,Badan
40596851,GE GODODADUGOGA,Badan
40641706,GE DAGEGADI DA,Badan
39536752,GIDOGOGIDADIGOGU,Badan
39760790,GIDODIDA DIDO ,Badan
40461893,GE GEDAGADUDOGI,Badan
40862167,GE DUDAGUGADADI,Badan
39934579,GIDODOGIGEGODIDO,Badan
40530493,GE GOGI GEDOGI,Badan
40221702,GE GUGUGADI GU,Badan
40548682,GE GOGEDUDADUGU,Badan
40710525,GE DIGA GOGUGO,Badan
40375092,GE GIDIGO DOGU,Badan
42597825,GEGUGODODIDUGUGO,OP
40616013,GE DAGADA GAGI,Badan
40413740,GE GEGAGIDIGE ,Badan
40964549,GE DODAGEGOGEDO,Badan
40638767,GE DAGIDUDIDADI,Badan
39811957,GIDODUGAGADOGODI,Badan
39641105,GIDODAGEGAGA GO,Badan
40386197,GE GIDUDAGADODI,Badan
42774282,GEGUDIDIGEGUDUGU,OP
40331811,GE GIGIGADUGAGA,Badan
39574727,GIDOGODIGEDIGUDI,Badan
39774135,GIDODIDIGEGAGIGO,Badan
40163869,GE GADAGIDUDADO,Badan
39774195,GIDODIDIGEGADOGO,Badan
43351864,GEGIGIGOGADUDAGE,OP
40797540,GE DIDODIGOGE ,Badan
40016253,GE  GADAGUGOGI,Badan
42939903,GEGUDOGIDODO GI,OP
40923641,GE DOGUGIDAGEGA,Badan
39584089,GIDOGODUGE DUDO,Badan
40157670,GE GAGODIDADI ,Badan
43797699,GEGIDIDODIDADODO,OP
40380758,GE GIDU DIGODU,Badan
39698788,GIDODADODUDIDUDU,Badan
43749763,GEGIDIGEDODIDAGI,OP
44355894,GEGEGIGOGODUDOGE,OP
40848271,GE DUGEDUGUDIGA,Badan
40093689,GE  DOGIDADUDO,Badan
40481395,GE GEDUGAGIDOGO,Badan
40935845,GE DOGIGODUGEGO,Badan
40383792,GE GIDUGIDIDOGU,Badan
40090683,GE  DO DADUGI,Badan
40375542,GE GIDIGOGOGEGU,Badan
40897470,GE DUDODIGEDI ,Badan
39832112,GIDODUGIGUGAGAGU,Badan
40364205,GE GIDAGEGU GO,Badan
39720590,GIDODIGU GODO ,Badan
40372082,GE GIDIGU DUGU,Badan
40367851,GE GIDADIDUGOGA,Badan
40776646,GE DIDIDADAGEDA,Badan
40743255,GE DIGEGIGUGOGO,Badan
40208376,GE GU DUGIDIDA,Badan
40163487,GE GADAGIGEDUDI,Badan
40642932,GE DAGEGUDOGIGU,Badan
40245316,GE GUGEGOGIGADA,Badan
40671070,GE DADIGA DI ,Badan
41997156,GEGADODODIGAGODA,OP
43861421,GEGIDUDAGAGEGUGA,OP
44051945,GEGE GOGADOGEGO,OP
43748201,GEGIDIGEDUGU GA,OP
40922444,GE DOGUGUGEGEGE,Badan
39541356,GIDOGOGEGAGIGODA,Badan
40679090,GE DADIDO DO ,Badan
40185100,GE GADUGOGA  ,Badan
40888084,GE DUDUDU DUGE,Badan
40255079,GE GUGOGO DIDO,Badan
39598630,GIDOGODODUDAGI ,Badan
40645626,GE DAGEGODAGUDA,Badan
39685542,GIDODADUGOGOGEGU,Badan
39704484,GIDODI GEGEDUGE,Badan
40115938,GE GAGAGODOGIDU,Badan
40745477,GE DIGEGOGEDIDI,Badan
39808319,GIDODU DUGIGADO,Badan
42534196,GEGUGOGIGEGADODA,OP
40396213,GE GIDODAGUGAGI,Badan
40463488,GE GEDAGIGEDUDU,Badan
40818370,GE DUGADUGIDI ,Badan
40967007,GE DODADI  DI,Badan
40714517,GE DIGAGEGOGADI,Badan
40737187,GE DIGIDIGADUDI,Badan
40954459,GE DOGOGEGEGODO,Badan
40068646,GE  DADUDAGEDA,Badan
40719735,GE DIGADODIGIGO,Badan
40792789,GE DIDOGUDIDUDO,Badan
40827790,GE DUGUDIDIDO ,Badan
44529100,GEGEGOGUDOGA  ,OP
40981133,GE DODUGAGAGIGI,Badan
41296292,GEGAGUDODAGUDOGU,OP
40503495,GE GO GIGEDOGO,Badan
40091273,GE  DOGAGUDIGI,Badan
40376243,GE GIDIDAGUGEGI,Badan
40147618,GE GAGEDIDAGADU,Badan
40607852,GE DA DIDUGOGU,Badan
40620086,GE DAGU  DUDA,Badan
40064227,GE  DAGEGUGUDI,Badan
40729376,GE DIGUDOGIDIDA,Badan
39709336,GIDODI DOGIGIDA,Badan
40298156,GE GUDODUGAGODA,Badan
40557695,GE GOGODIDADOGO,Badan
43326265,GEGIGIGUDAGUDAGO,OP
40605564,GE DA GOGODAGE,Badan
40548926,GE GOGEDUDOGUDA,Badan
39680605,GIDODADU DA GO,Badan
40620886,GE DAGU DUDUDA,Badan
39704655,GIDODI GEDAGOGO,Badan
44078627,GEGE DIDUDAGUDI,OP
44066390,GEGE DADAGIDO ,OP
44866470,GEGEDUDADAGEDI ,OP
41428988,GEGAGEGUDUDODUDU,OP
33987012,GIGIDODUDI GAGU,Non NPWP
41785772,GEGADIDUGODIDIGU,OP
41335025,GEGAGIGIGO GUGO,OP
42426204,GEGUGEGUDAGU GE,OP
40349740,GE GIGEDODIGE ,Badan
43333260,GEGIGIGIGIGUDA ,OP
40077526,GE  DIDIGOGUDA,Badan
40680627,GE DADU DAGUDI,Badan
40512271,GE GOGAGUGUDIGA,Badan
40265487,GE GUDAGOGEDUDI,Badan
39770027,GIDODIDI  GUDI,Badan
40680635,GE DADU DAGIGO,Badan
39906759,GIDODO DADIGODO,Badan
40489359,GE GEDUDOGIGODO,Badan
39754098,GIDODIGOGE DODU,Badan
39894383,GIDODUDOGEGIDUGI,Badan
39590636,GIDOGODO DAGIDA,Badan
40598857,GE GODODUDUGODI,Badan
40814428,GE DUGAGEGEGUDU,Badan
40101414,GE GA GAGEGAGE,Badan
39685336,GIDODADUGOGIGIDA,Badan
40149074,GE GAGEDO DIGE,Badan
40158840,GE GAGODUDUGE ,Badan
39532607,GIDOGOGIGUDA DI,Badan
40201611,GE GU GADAGAGA,Badan
40209707,GE GU DODI DI,Badan
40760136,GE DIDA GAGIDA,Badan
40121160,GE GAGUGAGADA ,Badan
39935921,GIDODOGIGODOGUGA,Badan
40626067,GE DAGUDA DADI,Badan
40415653,GE GEGAGODAGOGI,Badan
40652322,GE DAGOGUGIGUGU,Badan
40244250,GE GUGEGEGUGO ,Badan
40137684,GE GAGIDIDADUGE,Badan
41811430,GEGADUGAGAGEGI ,OP
40060829,GE  DA DUGUDO,Badan
41166420,GEGAGADADAGEGU ,OP
40935977,GE DOGIGODODIDI,Badan
44205788,GEGEGU GODIDUDU,OP
39615902,GIDODAGAGODO GU,Badan
42477543,GEGUGEDIDIGOGEGI,OP
40800709,GE DU  DI DO,Badan
40159498,GE GAGODOGEDODU,Badan
40624391,GE DAGUGEGIDOGA,Badan
39590670,GIDOGODO DADI ,Badan
40428071,GE GEGUDU DIGA,Badan
39587954,GIDOGODUDIDOGOGE,Badan
44009208,GEGE  DOGU DU,OP
40915117,GE DOGAGOGAGADI,Badan
40664884,GE DADAGEDUDUGE,Badan
40355711,GE GIGOGODIGAGA,Badan
40607641,GE DA DIDAGEGA,Badan
40443855,GE GEGEGIDUGOGO,Badan
40019055,GE  GADO GOGO,Badan
44528611,GEGEGOGUDUDAGAGA,OP
40124198,GE GAGUGEGADODU,Badan
40270220,GE GUDI GUGU ,Badan
40278524,GE GUDIDUGOGUGE,Badan
39545909,GIDOGOGEGODO DO,Badan
40848867,GE DUGEDUDUDADI,Badan
40670405,GE DADI GE GO,Badan
39504176,GIDOGO GEGADIDA,Badan
39867891,GIDODUDADIDUDOGA,Badan
39602820,GIDODA GUDUGU ,Badan
40293554,GE GUDOGIGOGOGE,Badan
39681911,GIDODADUGADOGAGA,Badan
39687202,GIDODADUDIGU GU,Badan
40520130,GE GOGU GAGI ,Badan
44160978,GEGEGADA DODIDU,OP
39999645,GIDODODODODAGEGO,Badan
40737727,GE DIGIDIDIGUDI,Badan
40148091,GE GAGEDU DOGA,Badan
40005672,GE   GODADIGU,Badan
39517587,GIDOGOGADIGODUDI,Badan
41730648,GEGADIGI DAGEDU,OP
39616368,GIDODAGADAGIDADU,Badan
40466224,GE GEDADAGUGUGE,Badan
40222151,GE GUGUGUGAGOGA,Badan
39829998,GIDODUGUDODODODU,Badan
40013305,GE  GAGIGI GO,Badan
40023273,GE  GUGIGUDIGI,Badan
40112228,GE GAGAGUGUGUDU,Badan
39789553,GIDODIDUDOGOGOGI,Badan
39841920,GIDODUGEGADOGU ,Badan
40470660,GE GEDI DADA ,Badan
39606498,GIDODA DAGEDODU,Badan
40224979,GE GUGUGEDODIDO,Badan
39978732,GIDODODIDUDIGIGU,Badan
40488257,GE GEDUDUGUGODI,Badan
39799899,GIDODIDODODUDODO,Badan
39776838,GIDODIDIDADUGIDU,Badan
