id,nama,jenis_node
39709107,GIDODI DOGA DI,Badan
39790442,GIDODIDO GEGEGU,Badan
42494010,GEGUGEDOGE GA ,OP
40161363,GE GADAGAGIDAGI,Badan
40911768,GE DOGAGADIDADU,Badan
40677572,GE DADIDIGODIGU,Badan
39897631,GIDODUDODIDAGIGA,Badan
40601271,GE DA GAGUDIGA,Badan
40483613,GE GEDUGIDAGAGI,Badan
39609172,GIDODA DOGADIGU,Badan
40312120,GE GIGAGUGAGU ,Badan
40929945,GE DOGUDODOGEGO,Badan
40746317,GE DIGEDAGIGADI,Badan
40212833,GE GUGAGUDUGIGI,Badan
40992128,GE DODOGUGAGUDU,Badan
39956436,GIDODOGODAGEGIDA,Badan
39783645,GIDODIDUGIDAGEGO,Badan
40815486,GE DUGAGOGEDUDA,Badan
40357924,GE GIGODIDOGUGE,Badan
39855476,GIDODUGOGOGEDIDA,Badan
40428457,GE GEGUDUGEGODI,Badan
40076522,GE  DIDAGOGUGU,Badan
40637437,GE DAGIDIGEGIDI,Badan
39794702,GIDODIDOGEDI GU,Badan
39597734,GIDOGODODIDIGIGE,Badan
39719656,GIDODIGADODAGODA,Badan
40351691,GE GIGOGADADOGA,Badan
39991742,GIDODODOGADIGEGU,Badan
40175600,GE GADIGODA  ,Badan
40988495,GE DODUDUGEDOGO,Badan
40350566,GE GIGO GODADA,Badan
40225039,GE GUGUGO GIDO,Badan
40290163,GE GUDO GADAGI,Badan
40726609,GE DIGUDADA DO,Badan
39922406,GIDODOGUGUGE DA,Badan
39750194,GIDODIGO GADOGE,Badan
40439578,GE GEGIDOGODIDU,Badan
40464293,GE GEDAGEGUDOGI,Badan
40613679,GE DAGAGIDADIDO,Badan
40788229,GE DIDUDUGUGUDO,Badan
40191290,GE GADOGAGUDO ,Badan
40302728,GE GI GUDIGUDU,Badan
40731882,GE DIGIGADUDUGU,Badan
40841596,GE DUGEGAGODODA,Badan
40824658,GE DUGUGEDAGODU,Badan
39919179,GIDODOGADOGADIDO,Badan
40873568,GE DUDIGIGODADU,Badan
40839479,GE DUGIDOGEDIDO,Badan
40389416,GE GIDUDOGEGADA,Badan
40496647,GE GEDODADAGEDI,Badan
40271756,GE GUDIGADIGODA,Badan
40893434,GE DUDOGIGEGIGE,Badan
39693307,GIDODADOGIGI DI,Badan
39937992,GIDODOGIDIDODOGU,Badan
40565860,GE GODAGODUDA ,Badan
40792267,GE DIDOGUGUDADI,Badan
39969121,GIDODODADOGAGUGA,Badan
40145803,GE GAGEGODU GI,Badan
40069110,GE  DADOGAGA ,Badan
40330130,GE GIGI GAGI ,Badan
40327809,GE GIGUDIDU DO,Badan
40937863,GE DOGIDIDUDAGI,Badan
40554601,GE GOGOGEDA GA,Badan
40723839,GE DIGUGIDUGIDO,Badan
40420334,GE GEGU GIGIGE,Badan
39642788,GIDODAGEGUDIDUDU,Badan
39964684,GIDODODAGEDADUGE,Badan
39570221,GIDOGODI GUGUGA,Badan
40691149,GE DADOGAGAGEDO,Badan
40407691,GE GE DIDADOGA,Badan
40843096,GE DUGEGI DODA,Badan
40337769,GE GIGIDIDIDADO,Badan
40484454,GE GEDUGEGEGOGE,Badan
39501145,GIDOGO GAGAGEGO,Badan
40517390,GE GOGADIGIDO ,Badan
40132374,GE GAGIGUGIDIGE,Badan
39830610,GIDODUGI DAGA ,Badan
39938826,GIDODOGIDUDUGUDA,Badan
40964230,GE DODAGEGUGI ,Badan
39598030,GIDOGODODU GI ,Badan
40292409,GE GUDOGUGE DO,Badan
40176198,GE GADIDAGADODU,Badan
40267117,GE GUDADIGAGADI,Badan
40711771,GE DIGAGADIDIGA,Badan
39671015,GIDODADIGA GAGO,Badan
39545632,GIDOGOGEGODAGIGU,Badan
40529078,GE GOGUDO DIDU,Badan
44533652,GEGEGOGIGIDAGOGU,OP
39953458,GIDODOGOGIGEGODU,Badan
40992454,GE DODOGUGEGOGE,Badan
39898818,GIDODUDODUDUGADU,Badan
40760743,GE DIDA DIGEGI,Badan
39808096,GIDODU DU DODA,Badan
43166268,GEGIGADADAGUDADU,OP
40759599,GE DIGODOGODODO,Badan
39961860,GIDODODAGADUDA ,Badan
40868931,GE DUDADUDOGIGA,Badan
40946586,GE DOGEDAGODUDA,Badan
44597031,GEGEGODODI GIGA,OP
40494568,GE GEDOGEGODADU,Badan
44019739,GEGE GADODIGIDO,OP
39504936,GIDOGO GEDOGIDA,Badan
39806979,GIDODU DADODIDO,Badan
41722461,GEGADIGUGUGEDAGA,OP
40472036,GE GEDIGU GIDA,Badan
39908853,GIDODO DUDUGOGI,Badan
40612135,GE DAGAGUGAGIGO,Badan
39913547,GIDODOGAGIGOGEDI,Badan
40492335,GE GEDOGUGIGIGO,Badan
44765553,GEGEDIDAGOGOGOGI,OP
40840577,GE DUGE GODIDI,Badan
39507749,GIDOGO DIDIGEDO,Badan
39849309,GIDODUGEDOGI DO,Badan
40008002,GE   DU  GU,Badan
40292029,GE GUDOGU GUDO,Badan
40119774,GE GAGADODIDIGE,Badan
39504843,GIDOGO GEDUGEGI,Badan
40226788,GE GUGUDADIDUDU,Badan
45218076,GEGOGUGADU DIDA,OP
41052456,GEGA GOGUGEGODA,OP
39900826,GIDODO  DUGUDA,Badan
39851385,GIDODUGOGAGIDUGO,Badan
40077125,GE  DIDIGAGUGO,Badan
39891746,GIDODUDOGADIGEDA,Badan
39614487,GIDODAGAGEGEDUDI,Badan
40018559,GE  GADUGOGODO,Badan
39727765,GIDODIGUDIDIDAGO,Badan
42625154,GEGUDAGUGOGAGOGE,OP
40701967,GE DI GADODADI,Badan
40732929,GE DIGIGUDOGUDO,Badan
40886682,GE DUDUDADADUGU,Badan
40730639,GE DIGI DAGIDO,Badan
40216181,GE GUGADAGADUGA,Badan
40103174,GE GA GIGADIGE,Badan
40962172,GE DODAGUGADIGU,Badan
40877726,GE DUDIDIDIGUDA,Badan
40431078,GE GEGIGA DIDU,Badan
40774899,GE DIDIGEDUDODO,Badan
40084063,GE  DUGE DAGI,Badan
40867406,GE DUDADIGE DA,Badan
39655114,GIDODAGOGOGAGAGE,Badan
40505400,GE GO GOGE  ,Badan
39973829,GIDODODIGIDUGUDO,Badan
40316601,GE GIGADADA GA,Badan
40297144,GE GUDODIGAGEGE,Badan
40191419,GE GADOGAGEGADO,Badan
40349693,GE GIGEDODADOGI,Badan
40422273,GE GEGUGUGUDIGI,Badan
39900455,GIDODO  GEGOGO,Badan
40077916,GE  DIDIDOGADA,Badan
39886145,GIDODUDUDAGAGEGO,Badan
40490569,GE GEDO GODADO,Badan
39580625,GIDOGODU DAGUGO,Badan
40956152,GE DOGODAGAGOGU,Badan
40377176,GE GIDIDIGADIDA,Badan
39947394,GIDODOGEDIGIDOGE,Badan
39843910,GIDODUGEGIDOGA ,Badan
40129078,GE GAGUDO DIDU,Badan
39840741,GIDODUGE DIGEGA,Badan
42737660,GEGUDIGIDIDADA ,OP
40855832,GE DUGOGODUGIGU,Badan
40439514,GE GEGIDOGOGAGE,Badan
39575877,GIDOGODIGODUDIDI,Badan
40252116,GE GUGOGUGAGADA,Badan
40406151,GE GE DAGAGOGA,Badan
44920034,GEGEDOGU  GIGE,OP
39743220,GIDODIGEGIGUGU ,Badan
40760376,GE DIDA GIDIDA,Badan
45370746,GEGOGIDI DIGEDA,Badan
39844086,GIDODUGEGE DUDA,Badan
44881742,GEGEDUDUGADIGEGU,OP
40801782,GE DU GADIDUGU,Badan
40110470,GE GAGA GEDI ,Badan
40120296,GE GAGU GUDODA,Badan
40412903,GE GEGAGUDO GI,Badan
40766358,GE DIDADAGIGODU,Badan
39684793,GIDODADUGEDIDOGI,Badan
40807992,GE DU DIDODOGU,Badan
40995310,GE DODOGOGIGA ,Badan
40882219,GE DUDUGUGUGADO,Badan
40547877,GE GOGEDIDUDIDI,Badan
40603503,GE DA GIGO GI,Badan
40356379,GE GIGODAGIDIDO,Badan
40916579,GE DOGADAGODIDO,Badan
39850051,GIDODUGO  GOGA,Badan
39775286,GIDODIDIGOGUDUDA,Badan
40884003,GE DUDUGE  GI,Badan
40596943,GE GODODADOGEGI,Badan
43229776,GEGIGUGUDODIDIDA,OP
40420160,GE GEGU GADA ,Badan
42485245,GEGUGEDUGOGUGEGO,OP
40861617,GE DUDAGADAGADI,Badan
40556575,GE GOGODAGODIGO,Badan
40326435,GE GIGUDAGEGIGO,Badan
39979903,GIDODODIDODO GI,Badan
40912819,GE DOGAGUDUGADO,Badan
39679020,GIDODADIDO GU ,Badan
40378943,GE GIDIDUDOGEGI,Badan
40803734,GE DU GIDIGIGE,Badan
45056344,GEGO GODAGIGEGE,OP
42913925,GEGUDOGAGIDOGUGO,OP
39754771,GIDODIGOGEDIDIGA,Badan
39543234,GIDOGOGEGIGUGIGE,Badan
40487781,GE GEDUDIDIDUGA,Badan
40516300,GE GOGADAGI  ,Badan
40517184,GE GOGADIGADUGE,Badan
39628156,GIDODAGUDUGAGODA,Badan
40957660,GE DOGODIDADA ,Badan
40390675,GE GIDO DADIGO,Badan
39932989,GIDODOGIGUDODUDO,Badan
40715864,GE DIGAGODUDAGE,Badan
40408326,GE GE DUGIGUDA,Badan
39502041,GIDOGO GU GEGA,Badan
40676193,GE DADIDAGADOGI,Badan
40919723,GE DOGADODIGUGI,Badan
39489031,GIDOGEDUDO GIGA,Badan
43683072,GEGIDADUGI DIGU,OP
40223667,GE GUGUGIDADADI,Badan
40713662,GE DIGAGIDADAGU,Badan
40691939,GE DADOGADOGIDO,Badan
39941770,GIDODOGEGADIDI ,Badan
39999357,GIDODODODOGIGODI,Badan
43510774,GEGIGOGA DIDIGE,OP
40657681,GE DAGODIDADUGA,Badan
40872830,GE DUDIGUDUGI ,Badan
39557922,GIDOGOGODIDOGUGU,Badan
39750593,GIDODIGO GODOGI,Badan
39717954,GIDODIGADIDOGOGE,Badan
39717875,GIDODIGADIDUDIGO,Badan
40241958,GE GUGEGADOGODU,Badan
40614687,GE DAGAGEDADUDI,Badan
40568630,GE GODADUDAGI ,Badan
39525635,GIDOGOGUGODAGIGO,Badan
40180419,GE GADU GEGADO,Badan
40253780,GE GUGOGIDIDU ,Badan
41674082,GEGADADIGE DUGU,OP
39847459,GIDODUGEDIGEGODO,Badan
40476075,GE GEDIDA DIGO,Badan
40403513,GE GE GIGOGAGI,Badan
39917561,GIDODOGADIGODAGA,Badan
40548118,GE GOGEDUGAGADU,Badan
39750441,GIDODIGO GEGEGA,Badan
40889730,GE DUDUDODIGI ,Badan
39522633,GIDOGOGUGUDAGIGI,Badan
40571488,GE GODIGAGEDUDU,Badan
40300492,GE GI  GEDOGU,Badan
40984082,GE DODUGE DUGU,Badan
39508347,GIDOGO DUGIGEDI,Badan
39807977,GIDODU DIDODIDI,Badan
43177636,GEGIGADIDIDAGIDA,OP
40270787,GE GUDI DIDUDI,Badan
42833570,GEGUDUGIGIGODI ,OP
39828314,GIDODUGUDUGIGAGE,Badan
40780112,GE DIDU GAGAGU,Badan
39762600,GIDODIDAGUDA  ,Badan
40512597,GE GOGAGUGODODI,Badan
40561857,GE GODAGADUGODI,Badan
39976806,GIDODODIDADU DA,Badan
40706636,GE DI DADAGIDA,Badan
40013560,GE  GAGIGODA ,Badan
40234612,GE GUGIGEDAGAGU,Badan
40841858,GE DUGEGADUGODU,Badan
39775915,GIDODIDIGODOGAGO,Badan
39825028,GIDODUGUGO GUDU,Badan
44576981,GEGEGODIDADODUGA,OP
40844690,GE DUGEGEDADO ,Badan
41680722,GEGADADU DIGUGU,OP
40932988,GE DOGIGUDODUDU,Badan
43396584,GEGIGIDODAGODUGE,OP
39914555,GIDODOGAGEGOGOGO,Badan
40810107,GE DUGA GA DI,Badan
40801719,GE DU GADIGADO,Badan
40283926,GE GUDUGIDOGUDA,Badan
39751140,GIDODIGOGAGAGE ,Badan
40412366,GE GEGAGUGIDADA,Badan
39734310,GIDODIGIGEGIGA ,Badan
39813902,GIDODUGAGIDO GU,Badan
40138604,GE GAGIDUDA GE,Badan
39628189,GIDODAGUDUGADUDO,Badan
40087226,GE  DUDIGUGUDA,Badan
40145530,GE GAGEGOGOGI ,Badan
39951095,GIDODOGOGA DOGO,Badan
40938782,GE DOGIDUDIDUGU,Badan
39851949,GIDODUGOGADOGEDO,Badan
39846400,GIDODUGEDAGE  ,Badan
39891698,GIDODUDOGADADODU,Badan
44302373,GEGEGI GUGIDIGI,OP
44426166,GEGEGEGUDAGADADA,OP
40147532,GE GAGEDIGOGIGU,Badan
39839878,GIDODUGIDODUDIDU,Badan
40599754,GE GODODODIGOGE,Badan
40876136,GE DUDIDAGAGIDA,Badan
39878633,GIDODUDIDUDAGIGI,Badan
40133164,GE GAGIGIGADAGE,Badan
40841435,GE DUGEGAGEGIGO,Badan
40774907,GE DIDIGEDO DI,Badan
40747602,GE DIGEDIDA GU,Badan
40632509,GE DAGIGUGO DO,Badan
40481901,GE GEDUGADO GA,Badan
40809471,GE DU DOGEDIGA,Badan
40859505,GE DUGODOGO GO,Badan
40119993,GE GAGADODODOGI,Badan
40871106,GE DUDIGAGA DA,Badan
40061315,GE  DAGAGIGAGO,Badan
40235075,GE GUGIGO DIGO,Badan
39968131,GIDODODADUGAGIGA,Badan
40926187,GE DOGUDAGADUDI,Badan
40963380,GE DODAGIGIDU ,Badan
40186449,GE GADUDAGEGEDO,Badan
40012091,GE  GAGU DOGA,Badan
40911397,GE DOGAGAGIDODI,Badan
39497741,GIDOGEDODIDIGEGA,Badan
40353824,GE GIGOGIDUGUGE,Badan
39720609,GIDODIGU DA DO,Badan
39724443,GIDODIGUGEGEGEGI,Badan
40127658,GE GAGUDIDAGODU,Badan
39912200,GIDODOGAGUGU  ,Badan
39748980,GIDODIGEDUDODU ,Badan
40018123,GE  GADUGAGUGI,Badan
39685970,GIDODADUGODODI ,Badan
39897322,GIDODUDODIGIGUGU,Badan
39821696,GIDODUGUGADADODA,Badan
39842533,GIDODUGEGUGOGIGI,Badan
39933067,GIDODOGIGI DADI,Badan
40305401,GE GI GOGE GA,Badan
40451237,GE GEGOGAGUGIDI,Badan
40098270,GE  DODUGUDI ,Badan
40857960,GE DUGODIDODA ,Badan
39987047,GIDODODUDI GEDI,Badan
40352084,GE GIGOGU DUGE,Badan
40364546,GE GIDAGEGOGEDA,Badan
40647891,GE DAGEDIDUDOGA,Badan
40132995,GE GAGIGUDODOGO,Badan
44597125,GEGEGODODIGAGUGO,OP
39922493,GIDODOGUGUGEDOGI,Badan
39652811,GIDODAGOGUDUGAGA,Badan
39501199,GIDOGO GAGADODO,Badan
42075395,GEGU DIGOGIDOGO,OP
44128419,GEGEGAGUDUGEGADO,OP
40764845,GE DIDAGEDUGEGO,Badan
45360045,GEGOGIDA  GEGO,Badan
42426024,GEGUGEGUDA GUGE,OP
40274112,GE GUDIGEGAGAGU,Badan
45351485,GEGOGIGOGAGEDUGO,Badan
40429218,GE GEGUDOGUGADU,Badan
42101881,GEGUGA GADUDUGA,OP
39917699,GIDODOGADIDADODO,Badan
44344516,GEGEGIGEGEGOGADA,OP
40735667,GE DIGIGODADADI,Badan
40237075,GE GUGIDI DIGO,Badan
39868776,GIDODUDADUDIDIDA,Badan
39884232,GIDODUDUGEGUGIGU,Badan
42987879,GEGUDODUDIDUDIDO,OP
40735051,GE DIGIGO GOGA,Badan
40312927,GE GIGAGUDOGUDI,Badan
40600149,GE DA  GAGEDO,Badan
40140723,GE GAGE DIGUGI,Badan
42789102,GEGUDIDUDOGA GU,OP
40935599,GE DOGIGOGODODO,Badan
40507427,GE GO DIGEGUDI,Badan
40833350,GE DUGIGIGIGO ,Badan
40716492,GE DIGADAGEDOGU,Badan
39652423,GIDODAGOGUGEGUGI,Badan
40784715,GE DIDUGEDIGAGO,Badan
40857124,GE DUGODIGAGUGE,Badan
40201527,GE GU GAGOGUDI,Badan
40432378,GE GEGIGUGIDIDU,Badan
40546179,GE GOGEDAGADIDO,Badan
40897359,GE DUDODIGIGODO,Badan
41163880,GEGAGADAGIDUDU ,OP
41135229,GEGAGAGIGOGUGUDO,OP
40539870,GE GOGIDODUDI ,Badan
39630651,GIDODAGI DAGOGA,Badan
45226119,GEGOGUGUDAGAGADO,OP
40166111,GE GADADAGAGAGA,Badan
40569839,GE GODADODUGIDO,Badan
41781905,GEGADIDUGADO GO,OP
40737804,GE DIGIDIDU GE,Badan
39901995,GIDODO GADODOGO,Badan
39942246,GIDODOGEGUGUGEDA,Badan
42839410,GEGUDUGIDOGEGA ,OP
44189136,GEGEGADUDOGAGIDA,OP
39913860,GIDODOGAGIDUDA ,Badan
42069046,GEGU DADO GEDA,OP
40092424,GE  DOGUGEGUGE,Badan
40766354,GE DIDADAGIGOGE,Badan
39728527,GIDODIGUDUGOGUDI,Badan
39833613,GIDODUGIGIDAGAGI,Badan
40884085,GE DUDUGE DUGO,Badan
40586766,GE GODUDADIDADA,Badan
40325129,GE GIGUGOGAGUDO,Badan
39932227,GIDODOGIGUGUGUDI,Badan
40699960,GE DADODODODA ,Badan
40371345,GE GIDIGAGIGEGO,Badan
40513123,GE GOGAGIGAGUGI,Badan
39939813,GIDODOGIDODUGAGI,Badan
39960097,GIDODODA  DODI,Badan
40812166,GE DUGAGUGADADA,Badan
40851331,GE DUGOGAGIGIGA,Badan
40532556,GE GOGIGUGOGODA,Badan
40408811,GE GE DUDUGAGA,Badan
40816553,GE DUGADAGOGOGI,Badan
39884549,GIDODUDUGEGOGEDO,Badan
40223220,GE GUGUGIGUGU ,Badan
39821725,GIDODUGUGADIGUGO,Badan
40877506,GE DUDIDIGO DA,Badan
39947397,GIDODOGEDIGIDODI,Badan
40416141,GE GEGADAGAGEGA,Badan
40403110,GE GE GIGAGA ,Badan
40494144,GE GEDOGEGAGEGE,Badan
40546922,GE GOGEDADOGUGU,Badan
39488962,GIDOGEDUDUDODAGU,Badan
40896713,GE DUDODADIGAGI,Badan
40317226,GE GIGADIGUGUDA,Badan
39497570,GIDOGEDODIGODI ,Badan
40814333,GE DUGAGEGIGIGI,Badan
40947703,GE DOGEDIDI GI,Badan
39996892,GIDODODODADUDOGU,Badan
40059380,GE  GODOGIDU ,Badan
40565525,GE GODAGOGOGUGO,Badan
43170729,GEGIGADI DIGUDO,OP
44326759,GEGEGIGUDADIGODO,OP
39493462,GIDOGEDOGIGEDAGU,Badan
40782751,GE DIDUGUDIGOGA,Badan
39751315,GIDODIGOGAGIGAGO,Badan
39713197,GIDODIGAGIGADODI,Badan
40617175,GE DAGADIGADIGO,Badan
40462222,GE GEDAGUGUGUGU,Badan
40475612,GE GEDIGODAGAGU,Badan
39775996,GIDODIDIGODODODA,Badan
42179184,GEGUGADIDOGADUGE,OP
39848112,GIDODUGEDUGAGAGU,Badan
39641458,GIDODAGEGAGEGODU,Badan
40521519,GE GOGUGAGOGADO,Badan
42492998,GEGUGEDOGUDODODU,OP
39752217,GIDODIGOGUGUGADI,Badan
39667097,GIDODADADI DODI,Badan
40280317,GE GUDU GIGADI,Badan
40120176,GE GAGU GADIDA,Badan
44968169,GEGEDODADUGADADO,OP
40552266,GE GOGOGUGUDADA,Badan
40611688,GE DAGAGADADUDU,Badan
40195595,GE GADOGOGODOGO,Badan
39556301,GIDOGOGODAGI GA,Badan
39795873,GIDODIDOGODUDIGI,Badan
40299321,GE GUDODOGIGUGA,Badan
40692964,GE DADOGUDODAGE,Badan
39957239,GIDODOGODIGUGIDO,Badan
40254608,GE GUGOGEDA DU,Badan
40607775,GE DA DIDIDIGO,Badan
40631034,GE DAGIGA GIGE,Badan
40339289,GE GIGIDOGUDUDO,Badan
40943900,GE DOGEGIDO  ,Badan
39545084,GIDOGOGEGO DUGE,Badan
40214130,GE GUGAGEGAGI ,Badan
41399200,GEGAGIDODOGU  ,OP
39972605,GIDODODIGUDA GO,Badan
39744344,GIDODIGEGEGIGEGE,Badan
40445826,GE GEGEGODUGUDA,Badan
40198335,GE GADODUGIGIGO,Badan
39961554,GIDODODAGAGOGOGE,Badan
40219223,GE GUGADOGUGUGI,Badan
40350192,GE GIGO GADOGU,Badan
40070548,GE  DI GOGEDU,Badan
40269194,GE GUDADOGADOGE,Badan
43571132,GEGIGODIGAGAGIGU,OP
40049130,GE  GEDOGAGI ,Badan
42332748,GEGUGIGIGUDIGEDU,OP
40229906,GE GUGUDODO DA,Badan
40675609,GE DADIGODA DO,Badan
40572118,GE GODIGUGAGADU,Badan
40298068,GE GUDODU DADU,Badan
40796756,GE DIDODADIGODA,Badan
39996200,GIDODODODAGU  ,Badan
43117739,GEGIGAGADIDIGIDO,OP
39543274,GIDOGOGEGIGUDIGE,Badan
40392640,GE GIDOGUDAGE ,Badan
40461117,GE GEDAGAGAGADI,Badan
43359665,GEGIGIGODODADAGO,OP
45233647,GEGOGUGIGIDAGEDI,OP
40409579,GE GE DOGODIDO,Badan
40073664,GE  DIGIDADAGE,Badan
40864748,GE DUDAGEDIGEDU,Badan
40621766,GE DAGUGADIDADA,Badan
41835156,GEGADUGIGOGAGODA,OP
40946553,GE DOGEDAGOGOGI,Badan
40064196,GE  DAGEGADODA,Badan
40000326,GE    GIGUDA,Badan
39485851,GIDOGEDUGODUGOGA,Badan
39859360,GIDODUGODOGIDA ,Badan
39978318,GIDODODIDUGIGADU,Badan
39669347,GIDODADADOGIGEDI,Badan
39489380,GIDOGEDUDOGIDU ,Badan
39589673,GIDOGODUDODADIGI,Badan
42341639,GEGUGIGEGADAGIDO,OP
39684884,GIDODADUGEDUDUGE,Badan
44716215,GEGEDIGADAGUGAGO,OP
40130480,GE GAGI GEDU ,Badan
40009399,GE   DOGIDODO,Badan
40161906,GE GADAGADO DA,Badan
40849684,GE DUGEDODADUGE,Badan
40440035,GE GEGE  GIGO,Badan
40638200,GE DAGIDUGU  ,Badan
40792695,GE DIDOGUDADOGO,Badan
40658439,GE DAGODUGEGIDO,Badan
39689123,GIDODADUDOGAGUGI,Badan
40621234,GE DAGUGAGUGIGE,Badan
39792768,GIDODIDOGUDIDADU,Badan
39988057,GIDODODUDU GODI,Badan
40684940,GE DADUGEDOGE ,Badan
39500792,GIDOGO  DIDOGU,Badan
40750234,GE DIGO GUGIGE,Badan
41200140,GEGAGU  GAGE ,OP
39723597,GIDODIGUGIGODODI,Badan
40069074,GE  DADO DIGE,Badan
40284579,GE GUDUGEGODIDO,Badan
40446170,GE GEGEDAGADI ,Badan
40597120,GE GODODIGAGU ,Badan
39905125,GIDODO GOGAGUGO,Badan
39612285,GIDODAGAGUGUDUGO,Badan
39998701,GIDODODODUDI GA,Badan
40542957,GE GOGEGUDOGODI,Badan
40873239,GE DUDIGIGUGIDO,Badan
41704971,GEGADI GEDODIGA,OP
39531376,GIDOGOGIGAGIDIDA,Badan
39984637,GIDODODUGEDAGIDI,Badan
40689242,GE DADUDOGUGEGU,Badan
40856946,GE DUGODADOGEDA,Badan
40727833,GE DIGUDIDUGIGI,Badan
40916173,GE DOGADAGADIGI,Badan
40156373,GE GAGODAGIDIGI,Badan
40042800,GE  GEGUDU  ,Badan
39837147,GIDODUGIDIGAGEDI,Badan
42004283,GEGU  GEGUDUGI,OP
40727110,GE DIGUDIGAGA ,Badan
39508993,GIDOGO DUDODOGI,Badan
40650618,GE DAGO DAGADU,Badan
44980320,GEGEDODU GIGU ,OP
40895027,GE DUDOGO GUDI,Badan
39976424,GIDODODIDAGEGUGE,Badan
40487636,GE GEDUDIDAGIDA,Badan
39541663,GIDOGOGEGADADAGI,Badan
42337186,GEGUGIGIDIGADUDA,OP
49158012,GEDOGAGODU GAGU,Non NPWP
41329152,GEGAGIGUDOGAGOGU,OP
43404533,GEGIGE GEGOGIGI,OP
44207396,GEGEGU DIGIDODA,OP
39921373,GIDODOGUGAGIDIGI,Badan
39719068,GIDODIGADO DADU,Badan
40679534,GE DADIDOGOGIGE,Badan
39884147,GIDODUDUGEGAGEDI,Badan
39628870,GIDODAGUDUDUDI ,Badan
39658422,GIDODAGODUGEGUGU,Badan
39899526,GIDODUDODOGOGUDA,Badan
40831887,GE DUGIGADUDUDI,Badan
40479688,GE GEDIDODADUDU,Badan
39753359,GIDODIGOGIGIGODO,Badan
39659284,GIDODAGODOGUDUGE,Badan
40013137,GE  GAGIGAGIDI,Badan
40409064,GE GE DO DAGE,Badan
39761231,GIDODIDAGAGUGIGA,Badan
40523378,GE GOGUGIGIDIDU,Badan
40136445,GE GAGIDAGEGEGO,Badan
40753977,GE DIGOGIDODIDI,Badan
40786779,GE DIDUDADIDIDO,Badan
40745186,GE DIGEGOGADUDA,Badan
39498084,GIDOGEDODU DUGE,Badan
40163229,GE GADAGIGUGUDO,Badan
39589455,GIDOGODUDOGEGOGO,Badan
40320691,GE GIGU DADOGA,Badan
40616548,GE DAGADAGOGEDU,Badan
40252068,GE GUGOGU DADU,Badan
40218796,GE GUGADUDIDODA,Badan
40058506,GE  GODUGO DA,Badan
40245588,GE GUGEGOGODUDU,Badan
40847128,GE DUGEDIGAGUDU,Badan
40201239,GE GU GAGUGIDO,Badan
40767965,GE DIDADIDODAGO,Badan
40930357,GE DOGI GIGODI,Badan
39989383,GIDODODUDOGIDUGI,Badan
39753698,GIDODIGOGIDADODU,Badan
40292363,GE GUDOGUGIDAGI,Badan
40550701,GE GOGO DI GA,Badan
40673384,GE DADIGIGIDUGE,Badan
39931571,GIDODOGIGAGODIGA,Badan
39969548,GIDODODADOGOGEDU,Badan
40811431,GE DUGAGAGEGIGA,Badan
40444337,GE GEGEGEGIGIDI,Badan
39606833,GIDODA DADUGIGI,Badan
41894108,GEGADUDOGEGA DU,OP
41770568,GEGADIDI GODADU,OP
40114057,GE GAGAGE GODI,Badan
40486989,GE GEDUDADODUDO,Badan
41185804,GEGAGADUGODU GE,OP
44901929,GEGEDO GADOGUDO,OP
41855006,GEGADUGOGO  DA,OP
39646870,GIDODAGEDADUDI ,Badan
40068123,GE  DADUGAGUGI,Badan
39585975,GIDOGODUGODODIGO,Badan
39618749,GIDODAGADUDIGEDO,Badan
40443797,GE GEGEGIDIDODI,Badan
39606607,GIDODA DADA DI,Badan
39710656,GIDODIGA DAGODA,Badan
40309904,GE GI DODO GE,Badan
40076412,GE  DIDAGEGAGU,Badan
39628003,GIDODAGUDU  GI,Badan
39663877,GIDODADAGIDUDIDI,Badan
39907967,GIDODO DIDODADI,Badan
39692970,GIDODADOGUDODI ,Badan
39598635,GIDOGODODUDAGIGO,Badan
44407321,GEGEGE DIGIGUGA,OP
40394459,GE GIDOGEGEGODO,Badan
41904565,GEGADO GEGODAGO,OP
39571584,GIDOGODIGAGODUGE,Badan
40052060,GE  GOGU DA ,Badan
39596626,GIDOGODODADAGUDA,Badan
39758150,GIDODIGODUGAGO ,Badan
40145415,GE GAGEGOGEGAGO,Badan
40786226,GE DIDUDAGUGUDA,Badan
39940870,GIDODOGE DUDI ,Badan
40042976,GE  GEGUDODIDA,Badan
40573713,GE GODIGIDIGAGI,Badan
40563533,GE GODAGIGOGIGI,Badan
40060760,GE  DA DIDA ,Badan
40208697,GE GU DUDADODI,Badan
40351551,GE GIGOGAGOGOGA,Badan
39640726,GIDODAGE DIGUDA,Badan
43171041,GEGIGADIGA GEGA,OP
44583863,GEGEGODUGIDUDAGI,OP
42203786,GEGUGU GIDIDUDA,OP
44298487,GEGEGUDODUGEDUDI,OP
39490845,GIDOGEDO DUGEGO,Badan
40840894,GE DUGE DUDOGE,Badan
40871137,GE DUDIGAGAGIDI,Badan
40699711,GE DADODODIGAGA,Badan
39591683,GIDOGODOGADADUGI,Badan
39615815,GIDODAGAGODUGAGO,Badan
40065199,GE  DAGOGADODO,Badan
40214140,GE GUGAGEGAGE ,Badan
40672487,GE DADIGUGEDUDI,Badan
40400651,GE GE  DAGOGA,Badan
40224666,GE GUGUGEDADADA,Badan
39534773,GIDOGOGIGEDIDIGI,Badan
