rel_id,sumber,target,persentase,nilai,dividen,jenis_relasi
74080434,39566939,40672568,40.0,2550000000.0,980000000.0,KEPEMILIKAN_SAHAM
75459391,43185753,40672568,45.6,2907000000.0,1117200000.0,KEPEMILIKAN_SAHAM
75349387,42960078,40672568,2.4,153000000.0,58800000.0,KEPEMILIKAN_SAHAM
75673151,41855950,40672568,9.992,637000000.0,244755000.0,KEPEMILIKAN_SAHAM
75539946,41738904,40672568,2.008,128000000.0,49245000.0,KEPEMILIKAN_SAHAM
74021249,39566939,40126157,3.75,1875000000.0,0.0,KEPEMILIKAN_SAHAM
74060909,40126157,40148587,75.0,150000000.0,0.0,KEPEMILIKAN_SAHAM
74012015,39822770,40126157,10.0,5000000000.0,0.0,KEPEMILIKAN_SAHAM
74014850,39631437,40126157,17.5,8750000000.0,0.0,KEPEMILIKAN_SAHAM
74019704,40090577,40126157,9.5,4750000000.0,0.0,KEPEMILIKAN_SAHAM
73993074,40736822,40126157,31.25,15625000000.0,0.0,KEPEMILIKAN_SAHAM
